train_code,is_moving,from_code,to_code,date,time
TRAIN 0-5,FALSE,CC4,CC5,6/1/2017,6:30
TRAIN 0-6,FALSE,CC1,CC2,6/1/2017,6:30
TRAIN 1-0,TRUE,CC17,CC16,6/1/2017,6:30
TRAIN 1-0,FALSE,CC16,CC15,6/1/2017,6:30
TRAIN 1-1,TRUE,CC19,CC17,6/1/2017,6:30
TRAIN 1-2,TRUE,CC21,CC20,6/1/2017,6:30
TRAIN 1-2,FALSE,CC20,CC19,6/1/2017,6:30
TRAIN 1-4,TRUE,CC26,CC25,6/1/2017,6:30
TRAIN 1-4,FALSE,CC25,CC24,6/1/2017,6:30
TRAIN 1-5,TRUE,CC28,CC27,6/1/2017,6:30
TRAIN 1-5,FALSE,CC27,CC26,6/1/2017,6:30
TRAIN 1-6,FALSE,CC29,CC28,6/1/2017,6:30
TRAIN 0-0,TRUE,CC15,CC16,6/1/2017,6:31
TRAIN 0-0,FALSE,CC16,CC17,6/1/2017,6:31
TRAIN 0-1,TRUE,CC13,CC14,6/1/2017,6:31
TRAIN 0-1,FALSE,CC14,CC15,6/1/2017,6:31
TRAIN 0-3,TRUE,CC8,CC9,6/1/2017,6:31
TRAIN 0-3,FALSE,CC9,CC10,6/1/2017,6:31
TRAIN 0-4,FALSE,CC7,CC8,6/1/2017,6:31
TRAIN 0-6,FALSE,CC2,CC3,6/1/2017,6:31
TRAIN 1-1,TRUE,CC19,CC17,6/1/2017,6:31
TRAIN 1-3,TRUE,CC23,CC22,6/1/2017,6:31
TRAIN 1-3,FALSE,CC22,CC21,6/1/2017,6:31
TRAIN 0-2,TRUE,CC11,CC12,6/1/2017,6:32
TRAIN 0-2,FALSE,CC12,CC13,6/1/2017,6:32
TRAIN 0-5,TRUE,CC4,CC5,6/1/2017,6:32
TRAIN 0-5,FALSE,CC5,CC6,6/1/2017,6:32
TRAIN 1-0,TRUE,CC16,CC15,6/1/2017,6:32
TRAIN 1-0,FALSE,CC15,CC14,6/1/2017,6:32
TRAIN 1-1,TRUE,CC19,CC17,6/1/2017,6:32
TRAIN 1-1,FALSE,CC17,CC16,6/1/2017,6:32
TRAIN 1-2,TRUE,CC20,CC19,6/1/2017,6:32
TRAIN 1-4,TRUE,CC25,CC24,6/1/2017,6:32
TRAIN 1-4,FALSE,CC24,CC23,6/1/2017,6:32
TRAIN 1-5,TRUE,CC27,CC26,6/1/2017,6:32
TRAIN 1-5,FALSE,CC26,CC25,6/1/2017,6:32
TRAIN 1-6,TRUE,CC29,CC28,6/1/2017,6:32
TRAIN 0-0,TRUE,CC16,CC17,6/1/2017,6:33
TRAIN 0-1,TRUE,CC14,CC15,6/1/2017,6:33
TRAIN 0-3,TRUE,CC9,CC10,6/1/2017,6:33
TRAIN 0-3,FALSE,CC10,CC11,6/1/2017,6:33
TRAIN 0-4,TRUE,CC7,CC8,6/1/2017,6:33
TRAIN 0-4,FALSE,CC8,CC9,6/1/2017,6:33
TRAIN 0-6,TRUE,CC2,CC3,6/1/2017,6:33
TRAIN 0-6,FALSE,CC3,CC4,6/1/2017,6:33
TRAIN 1-2,TRUE,CC20,CC19,6/1/2017,6:33
TRAIN 1-2,FALSE,CC19,CC17,6/1/2017,6:33
TRAIN 1-3,TRUE,CC22,CC21,6/1/2017,6:33
TRAIN 1-3,FALSE,CC21,CC20,6/1/2017,6:33
TRAIN 1-6,TRUE,CC29,CC28,6/1/2017,6:33
TRAIN 1-6,FALSE,CC28,CC27,6/1/2017,6:33
TRAIN 0-0,TRUE,CC16,CC17,6/1/2017,6:34
TRAIN 0-0,FALSE,CC17,CC19,6/1/2017,6:34
TRAIN 0-1,TRUE,CC14,CC15,6/1/2017,6:34
TRAIN 0-1,FALSE,CC15,CC16,6/1/2017,6:34
TRAIN 0-2,TRUE,CC12,CC13,6/1/2017,6:34
TRAIN 0-2,FALSE,CC13,CC14,6/1/2017,6:34
TRAIN 0-5,TRUE,CC5,CC6,6/1/2017,6:34
TRAIN 1-0,TRUE,CC15,CC14,6/1/2017,6:34
TRAIN 1-1,TRUE,CC17,CC16,6/1/2017,6:34
TRAIN 1-4,TRUE,CC24,CC23,6/1/2017,6:34
TRAIN 1-4,FALSE,CC23,CC22,6/1/2017,6:34
TRAIN 1-5,TRUE,CC26,CC25,6/1/2017,6:34
TRAIN 0-3,TRUE,CC10,CC11,6/1/2017,6:35
TRAIN 0-3,FALSE,CC11,CC12,6/1/2017,6:35
TRAIN 0-4,TRUE,CC8,CC9,6/1/2017,6:35
TRAIN 0-5,TRUE,CC5,CC6,6/1/2017,6:35
TRAIN 0-5,FALSE,CC6,CC7,6/1/2017,6:35
TRAIN 0-6,TRUE,CC3,CC4,6/1/2017,6:35
TRAIN 0-6,FALSE,CC4,CC5,6/1/2017,6:35
TRAIN 0-7,FALSE,CC1,CC2,6/1/2017,6:35
TRAIN 1-0,TRUE,CC15,CC14,6/1/2017,6:35
TRAIN 1-0,FALSE,CC14,CC13,6/1/2017,6:35
TRAIN 1-1,TRUE,CC17,CC16,6/1/2017,6:35
TRAIN 1-1,FALSE,CC16,CC15,6/1/2017,6:35
TRAIN 1-2,TRUE,CC19,CC17,6/1/2017,6:35
TRAIN 1-3,TRUE,CC21,CC20,6/1/2017,6:35
TRAIN 1-3,FALSE,CC20,CC19,6/1/2017,6:35
TRAIN 1-5,TRUE,CC26,CC25,6/1/2017,6:35
TRAIN 1-5,FALSE,CC25,CC24,6/1/2017,6:35
TRAIN 1-6,TRUE,CC28,CC27,6/1/2017,6:35
TRAIN 1-6,FALSE,CC27,CC26,6/1/2017,6:35
TRAIN 1-7,FALSE,CC29,CC28,6/1/2017,6:35
TRAIN 0-0,TRUE,CC17,CC19,6/1/2017,6:36
TRAIN 0-1,TRUE,CC15,CC16,6/1/2017,6:36
TRAIN 0-1,FALSE,CC16,CC17,6/1/2017,6:36
TRAIN 0-2,TRUE,CC13,CC14,6/1/2017,6:36
TRAIN 0-2,FALSE,CC14,CC15,6/1/2017,6:36
TRAIN 0-4,TRUE,CC8,CC9,6/1/2017,6:36
TRAIN 0-4,FALSE,CC9,CC10,6/1/2017,6:36
TRAIN 0-5,FALSE,CC7,CC8,6/1/2017,6:36
TRAIN 0-7,FALSE,CC2,CC3,6/1/2017,6:36
TRAIN 1-2,TRUE,CC19,CC17,6/1/2017,6:36
TRAIN 1-4,TRUE,CC23,CC22,6/1/2017,6:36
TRAIN 1-4,FALSE,CC22,CC21,6/1/2017,6:36
TRAIN 0-0,TRUE,CC17,CC19,6/1/2017,6:37
TRAIN 0-3,TRUE,CC11,CC12,6/1/2017,6:37
TRAIN 0-3,FALSE,CC12,CC13,6/1/2017,6:37
TRAIN 0-6,TRUE,CC4,CC5,6/1/2017,6:37
TRAIN 0-6,FALSE,CC5,CC6,6/1/2017,6:37
TRAIN 1-0,TRUE,CC14,CC13,6/1/2017,6:37
TRAIN 1-0,FALSE,CC13,CC12,6/1/2017,6:37
TRAIN 1-1,TRUE,CC16,CC15,6/1/2017,6:37
TRAIN 1-1,FALSE,CC15,CC14,6/1/2017,6:37
TRAIN 1-2,TRUE,CC19,CC17,6/1/2017,6:37
TRAIN 1-2,FALSE,CC17,CC16,6/1/2017,6:37
TRAIN 1-3,TRUE,CC20,CC19,6/1/2017,6:37
TRAIN 1-5,TRUE,CC25,CC24,6/1/2017,6:37
TRAIN 1-5,FALSE,CC24,CC23,6/1/2017,6:37
TRAIN 1-6,TRUE,CC27,CC26,6/1/2017,6:37
TRAIN 1-6,FALSE,CC26,CC25,6/1/2017,6:37
TRAIN 1-7,TRUE,CC29,CC28,6/1/2017,6:37
TRAIN 0-0,TRUE,CC17,CC19,6/1/2017,6:38
TRAIN 0-0,FALSE,CC19,CC20,6/1/2017,6:38
TRAIN 0-1,TRUE,CC16,CC17,6/1/2017,6:38
TRAIN 0-2,TRUE,CC14,CC15,6/1/2017,6:38
TRAIN 0-4,TRUE,CC9,CC10,6/1/2017,6:38
TRAIN 0-4,FALSE,CC10,CC11,6/1/2017,6:38
TRAIN 0-5,TRUE,CC7,CC8,6/1/2017,6:38
TRAIN 0-5,FALSE,CC8,CC9,6/1/2017,6:38
TRAIN 0-7,TRUE,CC2,CC3,6/1/2017,6:38
TRAIN 0-7,FALSE,CC3,CC4,6/1/2017,6:38
TRAIN 1-3,TRUE,CC20,CC19,6/1/2017,6:38
TRAIN 1-3,FALSE,CC19,CC17,6/1/2017,6:38
TRAIN 1-4,TRUE,CC22,CC21,6/1/2017,6:38
TRAIN 1-4,FALSE,CC21,CC20,6/1/2017,6:38
TRAIN 1-7,TRUE,CC29,CC28,6/1/2017,6:38
TRAIN 1-7,FALSE,CC28,CC27,6/1/2017,6:38
TRAIN 0-1,TRUE,CC16,CC17,6/1/2017,6:39
TRAIN 0-1,FALSE,CC17,CC19,6/1/2017,6:39
TRAIN 0-2,TRUE,CC14,CC15,6/1/2017,6:39
TRAIN 0-2,FALSE,CC15,CC16,6/1/2017,6:39
TRAIN 0-3,TRUE,CC12,CC13,6/1/2017,6:39
TRAIN 0-3,FALSE,CC13,CC14,6/1/2017,6:39
TRAIN 0-6,TRUE,CC5,CC6,6/1/2017,6:39
TRAIN 1-0,TRUE,CC13,CC12,6/1/2017,6:39
TRAIN 1-0,FALSE,CC12,CC11,6/1/2017,6:39
TRAIN 1-1,TRUE,CC15,CC14,6/1/2017,6:39
TRAIN 1-2,TRUE,CC17,CC16,6/1/2017,6:39
TRAIN 1-5,TRUE,CC24,CC23,6/1/2017,6:39
TRAIN 1-5,FALSE,CC23,CC22,6/1/2017,6:39
TRAIN 1-6,TRUE,CC26,CC25,6/1/2017,6:39
TRAIN 0-0,TRUE,CC19,CC20,6/1/2017,6:40
TRAIN 0-4,TRUE,CC10,CC11,6/1/2017,6:40
TRAIN 0-4,FALSE,CC11,CC12,6/1/2017,6:40
TRAIN 0-5,TRUE,CC8,CC9,6/1/2017,6:40
TRAIN 0-6,TRUE,CC5,CC6,6/1/2017,6:40
TRAIN 0-6,FALSE,CC6,CC7,6/1/2017,6:40
TRAIN 0-7,TRUE,CC3,CC4,6/1/2017,6:40
TRAIN 0-7,FALSE,CC4,CC5,6/1/2017,6:40
TRAIN 0-8,FALSE,CC1,CC2,6/1/2017,6:40
TRAIN 1-1,TRUE,CC15,CC14,6/1/2017,6:40
TRAIN 1-1,FALSE,CC14,CC13,6/1/2017,6:40
TRAIN 1-2,TRUE,CC17,CC16,6/1/2017,6:40
TRAIN 1-2,FALSE,CC16,CC15,6/1/2017,6:40
TRAIN 1-3,TRUE,CC19,CC17,6/1/2017,6:40
TRAIN 1-4,TRUE,CC21,CC20,6/1/2017,6:40
TRAIN 1-4,FALSE,CC20,CC19,6/1/2017,6:40
TRAIN 1-6,TRUE,CC26,CC25,6/1/2017,6:40
TRAIN 1-6,FALSE,CC25,CC24,6/1/2017,6:40
TRAIN 1-7,TRUE,CC28,CC27,6/1/2017,6:40
TRAIN 1-7,FALSE,CC27,CC26,6/1/2017,6:40
TRAIN 1-8,FALSE,CC29,CC28,6/1/2017,6:40
TRAIN 0-0,TRUE,CC19,CC20,6/1/2017,6:41
TRAIN 0-0,FALSE,CC20,CC21,6/1/2017,6:41
TRAIN 0-1,TRUE,CC17,CC19,6/1/2017,6:41
TRAIN 0-2,TRUE,CC15,CC16,6/1/2017,6:41
TRAIN 0-2,FALSE,CC16,CC17,6/1/2017,6:41
TRAIN 0-3,TRUE,CC13,CC14,6/1/2017,6:41
TRAIN 0-3,FALSE,CC14,CC15,6/1/2017,6:41
TRAIN 0-5,TRUE,CC8,CC9,6/1/2017,6:41
TRAIN 0-5,FALSE,CC9,CC10,6/1/2017,6:41
TRAIN 0-6,FALSE,CC7,CC8,6/1/2017,6:41
TRAIN 0-8,FALSE,CC2,CC3,6/1/2017,6:41
TRAIN 1-0,TRUE,CC12,CC11,6/1/2017,6:41
TRAIN 1-0,FALSE,CC11,CC10,6/1/2017,6:41
TRAIN 1-3,TRUE,CC19,CC17,6/1/2017,6:41
TRAIN 1-5,TRUE,CC23,CC22,6/1/2017,6:41
TRAIN 1-5,FALSE,CC22,CC21,6/1/2017,6:41
TRAIN 0-1,TRUE,CC17,CC19,6/1/2017,6:42
TRAIN 0-4,TRUE,CC11,CC12,6/1/2017,6:42
TRAIN 0-4,FALSE,CC12,CC13,6/1/2017,6:42
TRAIN 0-7,TRUE,CC4,CC5,6/1/2017,6:42
TRAIN 0-7,FALSE,CC5,CC6,6/1/2017,6:42
TRAIN 1-1,TRUE,CC14,CC13,6/1/2017,6:42
TRAIN 1-1,FALSE,CC13,CC12,6/1/2017,6:42
TRAIN 1-2,TRUE,CC16,CC15,6/1/2017,6:42
TRAIN 1-2,FALSE,CC15,CC14,6/1/2017,6:42
TRAIN 1-3,TRUE,CC19,CC17,6/1/2017,6:42
TRAIN 1-3,FALSE,CC17,CC16,6/1/2017,6:42
TRAIN 1-4,TRUE,CC20,CC19,6/1/2017,6:42
TRAIN 1-6,TRUE,CC25,CC24,6/1/2017,6:42
TRAIN 1-6,FALSE,CC24,CC23,6/1/2017,6:42
TRAIN 1-7,TRUE,CC27,CC26,6/1/2017,6:42
TRAIN 1-7,FALSE,CC26,CC25,6/1/2017,6:42
TRAIN 1-8,TRUE,CC29,CC28,6/1/2017,6:42
TRAIN 0-0,TRUE,CC20,CC21,6/1/2017,6:43
TRAIN 0-0,FALSE,CC21,CC22,6/1/2017,6:43
TRAIN 0-1,TRUE,CC17,CC19,6/1/2017,6:43
TRAIN 0-1,FALSE,CC19,CC20,6/1/2017,6:43
TRAIN 0-2,TRUE,CC16,CC17,6/1/2017,6:43
TRAIN 0-3,TRUE,CC14,CC15,6/1/2017,6:43
TRAIN 0-5,TRUE,CC9,CC10,6/1/2017,6:43
